title,price,image_small
"Barbekiu padažas-marinatas POPPAMIES su vyšniomis ir kola, 360 g",4.99,https://cdn.barbora.lt/products/ad1b086e-e6c3-4cd9-b0d4-8c7351a38daf_s.png
"Modelinas HEY CLAY, 1 indelis",1.99,https://cdn.barbora.lt/products/5b995da7-2b0a-47cf-a6f9-f8c18c1cb91c_s.png
"Modelino rinkinys HEY CLAY, 15 ind., Minions",15.99,https://cdn.barbora.lt/products/a89b2c71-5fb1-44d1-a6ee-4c287ef7de93_s.png
"Silikoninė mentelė, ILAJA",2.99,https://cdn.barbora.lt/products/8ceb9b6d-4bbe-4aa0-a448-d347a836facc_s.png
"Prikaistuvis su dangčiu ir rankena UNIWELL, 16 cm",22.99,https://cdn.barbora.lt/products/56e6f631-06ac-4bd6-8a62-7cf4846d6ab3_s.png
"Dantų pasta ORAL-B Pro Expert Advanced, Deep Clean, 75 ml",6.29,https://cdn.barbora.lt/products/cef7d08a-2a7e-4544-a0fb-302b0e147ef1_s.png
Žaislinis robotas Pocket Titans,2.99,https://cdn.barbora.lt/products/238d4232-c0f9-4682-89f7-fc2f67efcd91_s.png
"Plaukų aliejus AUSSIE Reconstructor, 100 ml",8.49,https://cdn.barbora.lt/products/c34588a4-ec43-4200-a714-a02f55609fa1_s.png
"Keptuvė TEFAL, 28 cm",42.99,https://cdn.barbora.lt/products/4595466b-aac6-4bd2-b5f8-43b1b1ac106b_s.png
"Keptuvė TEFAL, 24 cm",59.99,https://cdn.barbora.lt/products/91de6917-20fd-4daf-b7cf-830d08a0dd06_s.png
"Kepimo indas GUARDINI, 36x24 cm, 1 vnt.",17.99,https://cdn.barbora.lt/products/c2082613-2294-46b4-8fa2-1215d5f747a1_s.png
"Kepimo forma TVS, 27x10 cm",10.99,https://cdn.barbora.lt/products/d69debcf-b992-4c26-bd10-0a7f5ca6d143_s.png
"Breceliai MIO & RIO, 250 g",0.65,https://cdn.barbora.lt/products/395dc8df-45e8-4635-825c-d936d892ed02_s.png
NIVEA® Volume Care putos,7.19,https://cdn.barbora.lt/products/a7a64b70-8b69-481b-a904-d15e934571b7_s.png
"Plaukų šampūnas GLISS Ultimate Color, 250 ml",4.79,https://cdn.barbora.lt/products/1bf0a4e5-e40b-4eeb-a0ac-174b8dfa8fcc_s.png
"Vaikų vonios putos BUBCHEN (tinka jautriai odai), 400 ml",5.29,https://cdn.barbora.lt/products/bedc847a-bfaf-496a-aae7-69f61d4c75b4_s.png
"Losjonas po skutimosi OLD SPICE Whitewater, 100ml",9.39,https://cdn.barbora.lt/products/ffe659f1-15ef-45a3-b470-92e381ecf5bb_s.png
"Lėkštė LUMINARC FESTON, 25 cm, 1 vnt.",2.29,https://cdn.barbora.lt/products/328bec48-eb0d-48c8-8e9b-ff3bba3b0127_s.png
"Šonkauliukų prieskoniai KOTANYI su medumi, 40 g",0.83,https://cdn.barbora.lt/products/c488bc54-f802-4690-b2e3-b93b11604c83_s.png
NIVEA MEN SENSITIVE DRĖKINANMASIS KREMAS,10.29,https://cdn.barbora.lt/products/903a0d5a-9395-423c-b319-6584a4b635a5_s.png
"Dušo želė FA YOGHURT FRESH&ALOE VERA, 250 ml",3.89,https://cdn.barbora.lt/products/a8fe19ec-1345-4816-85ed-ae7040836bbd_s.png
"Vyriškas skutimosi gelis GILLETTE SENSITIVE, 75 ml",4.29,https://cdn.barbora.lt/products/b4a4becd-90f5-432b-bba1-e7bf6708e82a_s.png
"Peilis TESCOMA PRESTO, 14 cm",4.49,https://cdn.barbora.lt/products/cf23d571-0dd3-4501-812b-e9fa9defa7b0_s.png
NIVEA® Color Brilliance kondicionierius,4.79,https://cdn.barbora.lt/products/615e2d85-3c97-4a8a-afc1-c7567b1342cf_s.png
"Plaukų šampūnas SCHAUMA REPAIR, 400 ml",4.59,https://cdn.barbora.lt/products/569aaa78-7d5c-4791-90d3-ebdc2ddadfcf_s.png
"Kondicionierius GLISS Oil Nutritive, 200 ml",7.29,https://cdn.barbora.lt/products/78234073-87f1-4edf-a86f-f91dd3076376_s.png
"Dušo želė FA YOGHURT ALOE VERA, 400 ml",4.99,https://cdn.barbora.lt/products/c58f73ec-c699-4075-a50d-f950de83908d_s.png
"Universaliosios virtuvės žirklės TESCOMA PRESTO, 22 cm, 1 vnt.",5.99,https://cdn.barbora.lt/products/27db5a90-152e-40ea-a1f8-965034c7492b_s.png
"Plaukų dažai L'OREAL EXCELLENCE CREME, Nr. 9, 1 vnt.",10.99,https://cdn.barbora.lt/products/82f2fe92-2fb4-484c-b4e0-d656b7e815c6_s.png
"Peilių galąstuvas TESCOMA PRESTO, 1 vnt.",10.99,https://cdn.barbora.lt/products/b7f1c4c8-6e8c-452b-ba62-f74d42c00d30_s.png
"Vyriškas rutulinis dezodorantas REXONA COBALT, 50 ml",4.29,https://cdn.barbora.lt/products/cc2a4053-8c2e-4af7-9968-9ad8073eadfd_s.png
"Keturių pusių trintuvė TESCOMA HANDY, 1 vnt.",13.49,https://cdn.barbora.lt/products/94ae8bca-027b-46d7-864b-ce231fd6be66_s.png
"Sausas mažų veislių šunų ėdalas FRISKIES su vištiena, 1500 g",6.69,https://cdn.barbora.lt/products/eed035eb-717e-42da-9c24-848b882d25ab_s.png
"Plaukų šampūnas GLISS Oil Nutritive, 400 ml",6.79,https://cdn.barbora.lt/products/57361a0c-8bf2-49d4-aa1d-6c72348fcb57_s.png
"Blakstienų tušas MAYBELLINE COLOSSAL BLACK, 10,7 ml",12.99,https://cdn.barbora.lt/products/bc9b5d77-9161-460a-81d0-327ccfc003f3_s.png
"Vyriškas dezodorantas FA COOL EXTREME, 150 ml",4.49,https://cdn.barbora.lt/products/f139da48-15a2-425b-8e71-f91c006fd92a_s.png
"Aerozolinis dezodorantas FA MYSTIC MOMENTS, 150 ml",4.49,https://cdn.barbora.lt/products/af86a31f-d1ea-4b8e-bf3a-5fc0a2c990e3_s.png
"Bikinio zonos depiliac. juostelės BYLY DEPIL MINT&GREEN TEA, 12 vnt",3.99,https://cdn.barbora.lt/products/63377c86-3538-4fee-b398-e7e11c3eb1c7_s.png
"Dušo gelis vaikams ""FA KIDS Surfing Pirate"", 250ml ",3.89,https://cdn.barbora.lt/products/eb4ceab3-5658-4134-be69-dfc8728fd7b8_s.png
"Plaukų dažai L'OREAL EXCELLENCE CREME, Nr. 8.1, 1 vnt.",10.99,https://cdn.barbora.lt/products/f897d973-c4a4-4316-94e1-381eee2cf532_s.png
"MARGARITA apsauginis lūpų balzamas su šaltalankių ekstraktu 3,7 g",2.49,https://cdn.barbora.lt/products/3db1c3ad-d235-47ec-a267-a593085398dc_s.png
"Skustuvo galvutės GILLETTE FUSION Proglide Power, 4vnt.",29.99,https://cdn.barbora.lt/products/1e372470-78f8-4fa1-916d-798052b30985_s.png
"Balzamas po skutimosi Gillette Cooling, 100 ml",7.24,https://cdn.barbora.lt/products/9549c635-163c-4f52-830d-e476119c6b63_s.png
"Vaikiškas skystasis muilas FROSCH KINDER (su dozatoriumi), 300 ml",3.55,https://cdn.barbora.lt/products/0d2bfcec-8ea6-4de8-acef-686878233632_s.png
"Džiūvėsėliai FLINT GRENKI, veršienos ir adžikos padažo sk., 80 g",0.63,https://cdn.barbora.lt/products/2e87a92d-b6b4-42af-a2f4-40c5084b9420_s.png
"Vyriškas purškiamasis dezodorantas FA MEN INVISIBLE, 150 ml",4.49,https://cdn.barbora.lt/products/b4e810c7-1469-4704-bdcd-6364a98c83ac_s.png
"Aitriųjų paprikų padažas HABANERO FELIX, 130 g",3.09,https://cdn.barbora.lt/products/315d9093-2522-4d33-ac34-3ce8c86577c6_s.png
"Kūno šveitiklis GEOMAR EMOLLIENT, 600 g",10.99,https://cdn.barbora.lt/products/6d9a0a8e-29be-4c66-92c5-5cc1101a8824_s.png
"Vyriškas plaukų šampūnas SCHAUMA Men Power, 400 ml",4.59,https://cdn.barbora.lt/products/894a2f20-74ea-41ae-be4b-a2b2c5d91054_s.png
NIVEA raminantis micelinis vanduo su aminorūgštimi ir dekspantenoliu jautriai odai,6.79,https://cdn.barbora.lt/products/1aee051c-f2bd-49c5-b49a-e01481d1740b_s.png
"Vienkartiniai skustuvai moterims LASER PETALS 3, 4 vnt.",2.79,https://cdn.barbora.lt/products/66767996-487b-42d1-897c-d56ed39ce11a_s.png
"Dantų šepetėlis COLGATE SLIM SOFT WHITE, 1 vnt.",4.69,https://cdn.barbora.lt/products/5feaa2fe-8c46-461f-9216-0855a9e064a9_s.png
"Puodas RAVA BOLLIRE, 20 cm, 1 vnt.",21.99,https://cdn.barbora.lt/products/9c306dcc-7d8b-4d3d-93f0-3063be22c233_s.png
Šefo peilis UNIWELL,8.99,https://cdn.barbora.lt/products/dafd6b82-e859-492c-915b-da936c669a7c_s.png
"Veido kremas GREEN FEEL'S, 50 ml",3.49,https://cdn.barbora.lt/products/917a2863-3e47-4603-9142-bc54cc2685d3_s.png
"Skystasis makiažo pagrindas MAYBELLINE FIT ME, Nr. 115-ivory, 30 ml",12.49,https://cdn.barbora.lt/products/619999ee-3228-4c11-9d2a-b8c242461fe1_s.png
"Vyriškas rutulinis dezodorantas L'OREAL MEN EXPERT SHIRT PR., 50 ml",5.49,https://cdn.barbora.lt/products/86891428-4ff6-4466-b97b-c0423ed5709e_s.png
"Veido kaukė GARNIER SKIN NATURALS, 1 vnt.",3.49,https://cdn.barbora.lt/products/e466f012-a746-4650-8b60-42f4d9c484ce_s.png
"Vyriškas purškiamasis dezodorantas REXONA ACTIVE PROTECT.F, 150 ml",4.29,https://cdn.barbora.lt/products/f88a8d88-d699-4dfd-9934-ce339dc9f9fe_s.png
"Plaukų šampūnas NATURA SIBERICA (FROZEN BERRIES) su vitam., 400 ml",7.99,https://cdn.barbora.lt/products/51d2f9ab-47cd-48f6-a5be-1ffc575bffaf_s.png
"Kosmetinis pienelis NIDA su kviečių gemalų aliejumi, 150 ml",1.65,https://cdn.barbora.lt/products/b717e424-7537-409f-854d-7b618203ef77_s.png
"Blakstienų tušas MAYBELLINE LASH SENSATIONAL INTENSE BLACK, 1 vnt.",13.89,https://cdn.barbora.lt/products/15f698ef-eb0e-457f-9366-6c2fb08d724b_s.png
"Prausiklis kūno odai su granatų ekstraktu Weleda Pomegranate 200ml
",10.99,https://cdn.barbora.lt/products/79aadd9e-21be-45c5-b028-fae77bb232fe_s.png
"Plaukų kaukė PANTENE Intensive Repair Active Nutri-Plex, 300 ml",9.69,https://cdn.barbora.lt/products/b4a80305-b175-426f-8006-8a3c44dabe81_s.png
ECODENTA juodas balinamasis burnos skalavimo skystis su juodąją anglimi 500 ml,6.35,https://cdn.barbora.lt/products/2b522863-1c20-4240-9bfa-bd3029ab00e6_s.png
"Plaukų modeliavimo molis TAFT LOOKS Molding Clay, 75 ml",6.99,https://cdn.barbora.lt/products/5a2a71e1-e868-4d22-a2dd-fc93ebe0353c_s.png
"Mot.parfumuotas vanduo JEANNE ARTHES CASSANDRA ROSE BLANCHES, 100 ml",7.79,https://cdn.barbora.lt/products/6ce3b6aa-b46a-4da7-bb18-de1da762b075_s.png
"Plaukų kondicionierius GENERA su ramunėlėmis, 500 ml",1.89,https://cdn.barbora.lt/products/1f3b477a-e535-433f-a3d9-132aac80a84c_s.png
"Skutimosi gelis GILLETTE FUSION Ultra Moisturizing, 200ml",6.69,https://cdn.barbora.lt/products/44a37951-b543-4bcc-98d1-eaae4cf1b7b2_s.png
"El. Girlianda veikianti su baterijomis, 20LED; 1,9m",2.59,https://cdn.barbora.lt/products/0a525fb5-648e-488a-a6c9-4241664fa149_s.png
"Plaukų kaukė ORGANIC SHOP ARGAN&AMLA, 250 ml",3.89,https://cdn.barbora.lt/products/c62e5442-680e-4e8b-93c8-0e34358e41ac_s.png
"Kremas BIODERMA, 30 ml",17.29,https://cdn.barbora.lt/products/2e5e7e6a-d2db-4bd0-9c91-83ea45ba0e80_s.png
"Akių kontūro plunksnelė MAYBELLINE TATTOO LINER 911, 1 vnt.",8.99,https://cdn.barbora.lt/products/641ce1b3-6e8b-48ca-8900-e39cb8af7d35_s.png
"Kūdikių plaukų ir kūno prausiklis JOHNSON'S TTT, 500 ml",5.99,https://cdn.barbora.lt/products/b25a8a0b-2525-4674-a9ac-589799f9e32e_s.png
"Kontūravimo pudra MAYBELLINE CITY BRONZER, Nr. 250, 1 vnt.",12.49,https://cdn.barbora.lt/products/abcc893d-47da-47dc-98c4-10e58be55685_s.png
"Ekologiška abrikosų ir obuolių tyrelė PONN, nuo 4 mėn., 100 g",1.09,https://cdn.barbora.lt/products/f582874a-27d0-440a-ac46-c7c163ea9081_s.png
"Lūpų balzamas SEBAMED SENSITIVE SKIN SPF 30, 4,8 g",4.39,https://cdn.barbora.lt/products/c94baaa1-3e4f-4915-8f40-4b836044669f_s.png
"Kompaktinė pudra MAYBELLINE FIT ME, Nr. 115-IVORY, 9 g",11.59,https://cdn.barbora.lt/products/97de9d4c-64f7-4de4-99cf-4f2b8bb210d3_s.png
"Plaukų aliejus GREEN FEEL'S, 100 ml",4.19,https://cdn.barbora.lt/products/e2ca4a10-3d42-4ef6-ae49-623a2baea1af_s.png
Moteriškas purškiamas dezodorantas REXONA BLUE POPPY&APPL.150,4.29,https://cdn.barbora.lt/products/200d7e6f-fc26-4643-89b2-acbaa033235f_s.png
Naktinis veido kremas L'OREAL  50 ml,10.99,https://cdn.barbora.lt/products/a69e7b85-4b37-4981-bfe3-cf8c014012b8_s.png
"Dantų pasta GREEN FEEL'S, 100 ml",2.99,https://cdn.barbora.lt/products/745f921f-1b30-4174-ab75-df5b88f6f262_s.png
MARGARITA Kreminis šampūnas su ramunėlių ekstraktu ir proteinais  250ml,3.89,https://cdn.barbora.lt/products/d4e7e4c2-e26a-4857-8495-87d584bf9501_s.png
"Filtravimo ąsotis AQUAPHOR ONYX, 2,4 l, 1 vnt.",24.99,https://cdn.barbora.lt/products/787680ba-796c-4324-abd5-a10741bf2b56_s.png
NIVEA MEN SENSITIVE drėkinamasis veido kremas,9.89,https://cdn.barbora.lt/products/fb38dfa7-f370-40f2-ae32-04d97ed86698_s.png
KILIG HYDRATING intensyviai drėkinantis gelinis kremas sausai veido odai 50 ml,10.59,https://cdn.barbora.lt/products/e25e0adc-ae04-450f-9c3e-1e055c1464d2_s.png
"Kūdikių kūno prausiklis BAMBO NATURE EKO, 150 ml",7.99,https://cdn.barbora.lt/products/c513a091-45db-40f3-8341-71ccfadda2f1_s.png
"Elektrinis virdulys HENSKE KE01301Z-GS, 1 vnt.",24.99,https://cdn.barbora.lt/products/758de7f2-405a-4bb9-8698-3e314c379ae5_s.png
"Vyriškas plaukų šampūnas SCHAUMA 3IN1, 400 ml",4.59,https://cdn.barbora.lt/products/e921572d-0502-463f-85a8-2691c83bc44f_s.png
"Vyriškas purškiamasis dezodorantas L'OREAL MEN , 150 ml",5.49,https://cdn.barbora.lt/products/0ad2e316-7c4a-476d-b5aa-62c616bd7184_s.png
"Plaukų lakas GOT2BE Glued, 300 ml",9.49,https://cdn.barbora.lt/products/9f21034f-247e-4409-ad4b-0a9760ed84d1_s.png
"Dubenėlis su dangteliu LUMINARC, 14 cm, 1 vnt.",4.49,https://cdn.barbora.lt/products/0926c2de-37e7-405c-80f6-3a7de54ddae8_s.png
"Serviravimo lėkštė FRIENDS TIME, 21 cm",4.29,https://cdn.barbora.lt/products/e12f2593-0600-45e4-80b9-8807416410b6_s.png
MARGARITA SENSITIVE SKIN micelinis vanduo su  beržų sula ir vaistažolių ekstraktais 200 ml,5.55,https://cdn.barbora.lt/products/2d79aac1-3b20-4ecb-a422-ceca19247e65_s.png
"Kompaktinė pudra MAYBELLINE FIT ME , Nr. 090, 1 vnt.",11.59,https://cdn.barbora.lt/products/cbf28a73-f80c-47ab-bf96-c5f3b1a7ed4a_s.png
"Plaukų šampūnas GLISS Blonde Hair Perfector, 250 ml",6.49,https://cdn.barbora.lt/products/5689f10a-c005-419b-ab4f-4b0f2601ea31_s.png
"Vyriškas purškiamas dezodorantas REXONA INVISIBL.FR.POW, 150ml",4.29,https://cdn.barbora.lt/products/4ac27e57-8c5a-45cb-ab48-5bc6f58661c0_s.png
"Higieniniai paketai NATURELLA Ultra Normal Plus, S2, 18vnt.",2.45,https://cdn.barbora.lt/products/0a8d0dd2-a85a-4b6f-bd69-d0faaa518946_s.png
Skrudintuvas HENSKE TA1703-GS,34.99,https://cdn.barbora.lt/products/da04e335-cbb9-4a8e-9846-ec36d5d62fda_s.png
"Purškiamoji priemonė kačių kvapui ir dėmėms naikinti, 1 vnt.",8.59,https://cdn.barbora.lt/products/c8e97988-69e6-4670-bc88-fa937571dbd2_s.png
"Šveičiamoji pėdų kaukė PARASOFTIN, 1 vnt.",7.99,https://cdn.barbora.lt/products/9a78b412-d927-4165-8855-476da4b6511e_s.png
"Kūno losjonas NEUTROGENA INTENSE REPAIR CICA, 400 ml",10.99,https://cdn.barbora.lt/products/01dfde09-996f-4cc4-a8fb-5ea4a692fb2d_s.png
"Veido kremas L'OREAL SPF20, 50 ml",11.59,https://cdn.barbora.lt/products/cedd4705-e1eb-44dd-a76a-4d212801ffb9_s.png
"Filtruojanti gertuvė AQUAPHOR City, 0,5 l, 1 vnt",11.99,https://cdn.barbora.lt/products/a956c857-d26a-47a7-b352-8d6d9aaa1236_s.png
"Valgomieji ledai SUPER VIVA su kivių, citrinų ir mėtų įdaru, 97 g",1.53,https://cdn.barbora.lt/products/0e3ff484-26be-4d1c-bda7-92fde29ac93b_s.png
"Skutimosi gelis GILLETTE Skinguard Ultra Sensitive, 200ml",6.69,https://cdn.barbora.lt/products/a0fcdc75-eefa-43f5-ba19-88e908c49853_s.png
"Vyriškas dušo gelis FA MEN RED CEDARWOOD, 400 ml",4.99,https://cdn.barbora.lt/products/ed8c6c5e-102e-415d-872d-6a968096671e_s.png
"Moteriškas purškiamasis dezodorantas GARNIER ACTION, 150 ml",5.49,https://cdn.barbora.lt/products/be639c41-b311-4fc2-8d85-1cc799181395_s.png
"Moteriškas purškiamasis dezodorantas GARNIER, 150 ml",5.49,https://cdn.barbora.lt/products/838736c0-7be5-4e9a-b23a-b5e39c523ec0_s.png
"Moteriškas purškiamasis dezodorantas GARNIER, 150 ml",5.49,https://cdn.barbora.lt/products/32b48182-d62b-4f89-a34a-a08110a756a5_s.png
"Vyriškas rutulinis dezodorantas GARNIER MEN, 50 ml",4.99,https://cdn.barbora.lt/products/12665b9f-74f0-4853-b240-814531c5f79a_s.png
"Moteriškas purškiamasis dezodorantas GARNIER INVIS, 150 ml",5.49,https://cdn.barbora.lt/products/a3da4a3d-bf57-4db9-a157-abb27c5d7ad8_s.png
"Moteriškas rutulinis dezodorantas GARNIER , 50 ml",4.99,https://cdn.barbora.lt/products/01e902d5-be2e-4203-a95e-4f4793f82a2d_s.png
"Vyriškas rutulinis dezodorantas FA MEN RED CEDARWOOD, 50 ml",4.49,https://cdn.barbora.lt/products/8e121fba-6846-42f2-962f-99aaa83f2415_s.png
"Vonios burbulas BUBBLES JUICY MELON, 115 g",2.39,https://cdn.barbora.lt/products/c9528090-e874-4bd3-a063-97b97e54377b_s.png
"Drėkinamasis kūno kremas NIVEA FAMILY CARE ALL PURPOSE, 450 ml",9.99,https://cdn.barbora.lt/products/5554a5f1-ef01-47a7-b0a7-f2dff4ec7e4d_s.png
"Dubuo ILAJA SIMPLE, 20 cm",3.49,https://cdn.barbora.lt/products/42371624-3afa-4a05-b01f-531f2e0cff96_s.png
"Minkštas kačių žaislas LOVETT, 1 vnt.",2.99,https://cdn.barbora.lt/products/6d1f26d8-251d-4294-81be-7d3aa2b7dcd6_s.png
"Keraminis gyvūnų dubenėlis LOVETT, 800 ml, 1 vnt.",5.99,https://cdn.barbora.lt/products/20dea290-473f-4bc0-ba4b-95955bafdfe9_s.png
NIVEA MEN Black & White Invisible pieštukinis antiperspirantas Fresh vyrams,3.19,https://cdn.barbora.lt/products/a96c95d2-1ff3-425e-9cac-893cda9203e0_s.png
KILIG RETINOL veido kremas su proretinoliu 50 ml,14.99,https://cdn.barbora.lt/products/80a3c243-805b-4f9f-b373-965ebf8bb79f_s.png
"Elektrinis dantų šepetėlis ORAL-B Vitality Pro, Black, 1 vnt.",45.99,https://cdn.barbora.lt/products/9972ab47-98ae-4913-86de-a0aa211b8e68_s.png
"Aštrus sparnelių padažas POPPAMIES, 340 g",6.49,https://cdn.barbora.lt/products/e27dce69-f70e-48f4-a5ec-eab63e43df50_s.png
"Peilis duonai PRESTO, 20 cm",6.99,https://cdn.barbora.lt/products/89bd3ae9-420e-4428-8f5f-800c1b3849e6_s.png
"Vyriškos skutimosi putos GILLETTE SERIES REVITALISING, 200 ml",4.89,https://cdn.barbora.lt/products/f614dd93-bab2-4f48-9bd3-27e17e541c49_s.png
"Vyriškas rutulinis dezodorantas ADIDAS PRO INVISIBLE, 50 ml",4.89,https://cdn.barbora.lt/products/4550e243-f939-470d-97e9-153d5d5f6094_s.png
"Vyriškas purškiamasis dezodorantas ADIDAS FRESH INDURANCE, 150 ml",4.89,https://cdn.barbora.lt/products/3c4e32d3-d820-4ec1-9cbc-8c5217b5778f_s.png
"Vyriška dušo želė ADIDAS POWER BOOSTER, 250 ml",4.69,https://cdn.barbora.lt/products/e5a47f31-2c2e-4b7f-9bb3-8ef66c42ff25_s.png
"Rankų ir nagų kremas NEUTROGENA NORWEGIAN FORMULA, 75 ml",6.49,https://cdn.barbora.lt/products/60e29516-d2e0-4c21-80b6-4fad9bb3ad64_s.png
Puodelis ILAJA Nordic 370ml,3.49,https://cdn.barbora.lt/products/3daa8681-b64a-4ba0-8fdd-b81e92ba87d0_s.png
Puodelis ILAJA Nordic white 370ml,3.49,https://cdn.barbora.lt/products/d6899a8a-ccf1-4dd7-81a2-dec3bb59dbab_s.png
"Mot. vienkartiniai skustuvai WILKINSON EXTRA3BEAUT, 6 vnt.",4.49,https://cdn.barbora.lt/products/3df5cd66-f2b9-4d1c-a36f-061a1d0c39aa_s.png
Gyvūnų nukailinimo šukos LOVETT,11.99,https://cdn.barbora.lt/products/bf0ebea0-a37d-4e4f-ac0f-14949a835e8b_s.png
"Šaukštas TRAMONTINA Polywood, 1 vnt.",1.99,https://cdn.barbora.lt/products/fc843b6e-708e-4fa2-9e59-8db16ca9261e_s.png
"Plaukų šampūnas PANTENE Infinitely Long Active Nutri-Plex, 400 ml",6.99,https://cdn.barbora.lt/products/550cc5e3-b5c2-4ca6-99f8-f4abed53cdb3_s.png
Gyvūnų šukos LOVETT,3.99,https://cdn.barbora.lt/products/25efa7a2-3879-46c8-8802-ef2160722d27_s.png
"COSRX Advanced Snail 96 Mucin Power Essence esencija, 100 ml",19.99,https://cdn.barbora.lt/products/c0dc584b-747c-43e9-ae21-e5612ed71961_s.png
AQUAFRESH dantų šepetėlis My Big Teeth Soft,3.49,https://cdn.barbora.lt/products/4748eff7-de76-4e9f-9250-1ac4affe4685_s.png
Dubenėlis AURORA Crest Brown 15 cm,5.99,https://cdn.barbora.lt/products/658d856a-7f48-4148-b896-2e36d1b4dea0_s.png
"Plaukų šampūnas MAUI su taukmedžio sviestu, 385ml",13.99,https://cdn.barbora.lt/products/f59a9c41-8b51-4677-a253-bcf594888aa7_s.png
"Lakštinė veido kaukė I'M SORRY FOR MY SKIN SOOTHING, 33 ml",2.49,https://cdn.barbora.lt/products/531de586-7bd9-4ea3-92e3-6cc0fafcb354_s.png
"Plaukų šampūnas HEAD&SHOULDERS Pro Expert 7 Anti-hairfall defence, 250 ml",9.29,https://cdn.barbora.lt/products/446b98c8-a89d-4810-a7f3-a65d539929cc_s.png
"Kūno prausiklis FAITH IN NATURE LEVANDER&GERANIUM, 400 ml",7.99,https://cdn.barbora.lt/products/86228172-9b5f-49bd-99fc-92a81e813291_s.png
"Plaukų šampūnas HEAD&SHOULDERS Classic Clean, 95 ml",3.49,https://cdn.barbora.lt/products/ef1133c1-dff5-407f-9852-dda706df52d6_s.png
"Šunų žaislas, 491012840",6.99,https://cdn.barbora.lt/products/5f2831e1-cef1-4916-8b31-7c18e7614690_s.png
"Ledai AURUM su braškių įdaru, braškių kokteilio skonio, 455 g",4.99,https://cdn.barbora.lt/products/748a1c88-9457-4476-b183-1fcda531f829_s.png
"Moteriškas purškiamasis antiperspirantas REXONA INVISIBLE AQ, 150 ml",4.99,https://cdn.barbora.lt/products/bb01545a-7eca-478f-80b8-477485d6d437_s.png
"JORDAN „Clinic Gum Protector“ burnos skalavimo skystis , 500 ml",7.29,https://cdn.barbora.lt/products/f7f6ea0c-713d-4153-a791-e8030c11d7fb_s.png
"NIVEA SKIN DETOX lakštinė veido kaukė, prisotinta detoksikuojančio serumo, sudirgusiai odai",3.49,https://cdn.barbora.lt/products/3a53acb5-0340-4ae4-b450-d4bcb8bb249b_s.png
Torto serviravimo rinkinys UNIWELL 2vnt.,12.99,https://cdn.barbora.lt/products/11250cd9-31c0-40a7-96a0-2db5cd97a717_s.png
"Stiklinis birių produktų indas ILAJA, 1,7 l, 1 vnt.",3.99,https://cdn.barbora.lt/products/e89c3948-a326-488f-be37-23ab8f2dd7bb_s.png
"Šampūnas GLISS Liquid Silk, 400ml",6.79,https://cdn.barbora.lt/products/ae0379a4-0dcf-4e5e-acfc-b9608eef4127_s.png
"SCHAUMA Men Hair Booster plaukų šampūnas, 400ml",4.59,https://cdn.barbora.lt/products/ebcd53ed-3a4d-4ca6-b935-3081d9d3663e_s.png
"Pjaustymo lentelė, UNIWELL",9.99,https://cdn.barbora.lt/products/304dc047-1cdc-456e-8c3b-471ebd72f925_s.png
Desertinės šakutės UNIWELL Rotondo 4vnt.,5.99,https://cdn.barbora.lt/products/6d952082-a748-480d-8b71-aa046927b890_s.png
Desertinės šakutės UNIWELL Brasio 3 vnt.,3.99,https://cdn.barbora.lt/products/4d077b7e-54e0-4d93-b342-f6a14f423722_s.png
"Kačių šampūnas COMFY NATURAL, 1 vnt.",6.49,https://cdn.barbora.lt/products/14dc4650-e51e-43c0-b363-4352a658a2bf_s.png
ODA PRO Drėkinamasis hialurono rūgšties ir vitamino c serumas ,33.89,https://cdn.barbora.lt/products/3e5f015d-02c5-4d1f-aa40-6ca533a97363_s.png
Birių produktų indas UNIWELL ACACIA 970 ml,6.99,https://cdn.barbora.lt/products/ca2a1c22-2152-49e4-a811-9acb85d3573e_s.png
"Perfecto Cat vitamininė pasta katėms, 100 g",3.99,https://cdn.barbora.lt/products/6bf64515-4ff1-4b35-9c79-0653e60eba7e_s.png
"Vytinta kiaulienos nugarinė MARČIOS VAIŠĖS (pjaustyta), a.r., 200 g",6.49,https://cdn.barbora.lt/products/a7f7778a-8aad-4ea4-8f0f-0c23361e722c_s.png
"Stalo žaidimas DUETO!, 1 vnt.",7.39,https://cdn.barbora.lt/products/6d9dc8a5-0080-4fd5-8d7d-45f4e3558fd8_s.png
"Dantų pasta JORDAN „Kids“ su dozatoriumi (0-5 m.), 150 ml",9.99,https://cdn.barbora.lt/products/5cf654b1-7de9-4493-acb0-ed7742bdda2b_s.png
"HISKIN Crazy Hair Aliejų mišinys mažo ir vidutinio poringumo plaukams su apelsinų kvapu, 100 ml",6.59,https://cdn.barbora.lt/products/c9a13c23-76d5-4b70-8907-755d018581f1_s.png
"Prezervatyvai DUREX SENSUAL NO LATEX, 10 vnt.",8.99,https://cdn.barbora.lt/products/98f5505c-35c4-4add-a9ef-499bb98b79ad_s.png
"Prezervatyvai DUREX SENSUALl XL, 3 vnt.",2.79,https://cdn.barbora.lt/products/933afe28-62d5-4c17-8b84-e11f1992729a_s.png
"Prezervatyvai DUREX SENSUAL EXTRA LUBE, 3 vnt.",2.79,https://cdn.barbora.lt/products/8c2a1b26-1cf0-455f-bb93-7bd8dfe879a6_s.png
